,initial_pos,no_of_pits,tyre_grid,tyre_1,tyre_2,tyre_grid_distance,tyre_1_distance,tyre_2_distance,sc,Temperature,Humidity,Altitude,Turns,RaceDistance,TrackLength,TeamAbility,DriverAbility,final_pos_gained
664,5.0,1.0,2.0,1.0,1.0,34.0,32.0,0.0,0.0,60.8,0.52,29.6,16.0,66.0,4.655,419.0,249.0,2.0
666,9.0,1.0,2.0,1.0,1.0,25.0,40.0,0.0,0.0,60.8,0.52,29.6,16.0,66.0,4.655,122.0,53.0,2.0
668,17.0,2.0,3.0,2.0,2.0,10.0,30.0,15.0,1.0,69.74,0.41,30.9,20.0,56.0,5.513,62.0,12.0,6.0
669,5.0,1.0,3.0,2.0,2.0,26.0,30.0,0.0,0.0,69.74,0.41,30.9,20.0,56.0,5.513,571.0,320.0,1.0
670,2.0,1.0,4.0,2.0,2.0,21.0,35.0,0.0,0.0,69.74,0.41,30.9,20.0,56.0,5.513,571.0,251.0,1.0
671,16.0,1.0,2.0,3.0,3.0,30.0,25.0,0.0,0.0,69.74,0.41,30.9,20.0,56.0,5.513,48.0,9.0,6.0
672,19.0,2.0,3.0,2.0,4.0,10.0,26.0,19.0,1.0,69.74,0.41,30.9,20.0,56.0,5.513,33.0,29.0,7.0
673,10.0,1.0,4.0,2.0,2.0,25.0,31.0,0.0,0.0,69.74,0.41,30.9,20.0,56.0,5.513,0.0,62.0,2.0
674,15.0,3.0,3.0,2.0,4.0,1.0,4.0,33.0,0.0,69.74,0.41,30.9,20.0,56.0,5.513,7.0,6.0,1.0
675,7.0,1.0,4.0,2.0,2.0,23.0,33.0,0.0,0.0,69.74,0.41,30.9,20.0,56.0,5.513,122.0,69.0,1.0
676,20.0,1.0,3.0,2.0,2.0,27.0,28.0,0.0,0.0,69.74,0.41,30.9,20.0,56.0,5.513,33.0,4.0,11.0
677,18.0,1.0,2.0,3.0,3.0,22.0,34.0,0.0,0.0,69.74,0.41,30.9,20.0,56.0,5.513,419.0,249.0,16.0
678,14.0,2.0,3.0,2.0,3.0,10.0,19.0,26.0,1.0,69.74,0.41,30.9,20.0,56.0,5.513,7.0,1.0,1.0
679,1.0,2.0,3.0,2.0,2.0,11.0,26.0,19.0,1.0,69.74,0.41,30.9,20.0,56.0,5.513,655.0,408.0,-2.0
680,11.0,1.0,3.0,2.0,2.0,24.0,32.0,0.0,0.0,69.74,0.41,30.9,20.0,56.0,5.513,122.0,53.0,4.0
681,3.0,1.0,3.0,2.0,2.0,23.0,33.0,0.0,0.0,69.74,0.41,30.9,20.0,56.0,5.513,655.0,247.0,-2.0
682,13.0,1.0,5.0,4.0,4.0,12.0,42.0,0.0,0.0,72.55,0.71,10.7,21.0,55.0,5.554,30.0,13.0,1.0
683,3.0,1.0,5.0,4.0,4.0,20.0,35.0,0.0,0.0,72.55,0.71,10.7,21.0,55.0,5.554,522.0,317.0,0.0
685,16.0,1.0,5.0,4.0,4.0,32.0,22.0,0.0,0.0,72.55,0.71,10.7,21.0,55.0,5.554,47.0,28.0,5.0
687,8.0,1.0,5.0,4.0,4.0,16.0,39.0,0.0,0.0,72.55,0.71,10.7,21.0,55.0,5.554,187.0,100.0,1.0
688,11.0,1.0,5.0,4.0,4.0,21.0,33.0,0.0,0.0,72.55,0.71,10.7,21.0,55.0,5.554,30.0,17.0,2.0
693,6.0,1.0,5.0,4.0,4.0,14.0,41.0,0.0,0.0,72.55,0.71,10.7,21.0,55.0,5.554,368.0,168.0,1.0
694,2.0,1.0,5.0,4.0,4.0,24.0,31.0,0.0,0.0,72.55,0.71,10.7,21.0,55.0,5.554,668.0,363.0,0.0
695,1.0,1.0,5.0,4.0,4.0,21.0,34.0,0.0,0.0,72.55,0.71,10.7,21.0,55.0,5.554,668.0,305.0,0.0
696,18.0,1.0,4.0,5.0,5.0,28.0,26.0,0.0,0.0,72.55,0.71,10.7,21.0,55.0,5.554,5.0,5.0,4.0
697,18.0,1.0,5.0,3.0,3.0,9.0,46.0,0.0,0.0,77.39,0.62,2.6,16.0,58.0,5.303,30.0,13.0,5.0
698,2.0,1.0,5.0,3.0,3.0,23.0,34.0,0.0,0.0,77.39,0.62,2.6,16.0,58.0,5.303,522.0,317.0,1.0
699,4.0,1.0,5.0,3.0,3.0,26.0,31.0,0.0,0.0,77.39,0.62,2.6,16.0,58.0,5.303,522.0,205.0,0.0
700,10.0,1.0,5.0,3.0,3.0,17.0,39.0,0.0,0.0,77.39,0.62,2.6,16.0,58.0,5.303,187.0,100.0,3.0
701,7.0,1.0,5.0,4.0,4.0,20.0,37.0,0.0,0.0,77.39,0.62,2.6,16.0,58.0,5.303,83.0,43.0,1.0
702,9.0,2.0,5.0,4.0,5.0,34.0,15.0,7.0,0.0,77.39,0.62,2.6,16.0,58.0,5.303,53.0,5.0,0.0
704,13.0,1.0,5.0,3.0,3.0,15.0,41.0,0.0,0.0,77.39,0.62,2.6,16.0,58.0,5.303,187.0,87.0,3.0
705,5.0,1.0,5.0,4.0,4.0,25.0,32.0,0.0,0.0,77.39,0.62,2.6,16.0,58.0,5.303,368.0,168.0,0.0
706,1.0,1.0,5.0,3.0,3.0,17.0,40.0,0.0,0.0,77.39,0.62,2.6,16.0,58.0,5.303,668.0,363.0,-1.0
709,13.0,1.0,5.0,4.0,4.0,31.0,39.0,0.0,0.0,81.18,0.4,63.5,8.0,71.0,4.318,30.0,13.0,1.0
710,3.0,1.0,5.0,4.0,4.0,33.0,38.0,0.0,0.0,81.18,0.4,63.5,8.0,71.0,4.318,368.0,200.0,0.0
712,4.0,1.0,5.0,4.0,4.0,44.0,27.0,0.0,0.0,81.18,0.4,63.5,8.0,71.0,4.318,522.0,205.0,-1.0
713,5.0,1.0,5.0,4.0,4.0,36.0,35.0,0.0,0.0,81.18,0.4,63.5,8.0,71.0,4.318,47.0,28.0,-1.0
714,17.0,1.0,5.0,4.0,4.0,34.0,35.0,0.0,0.0,81.18,0.4,63.5,8.0,71.0,4.318,5.0,0.0,2.0
715,7.0,1.0,5.0,4.0,4.0,35.0,35.0,0.0,0.0,81.18,0.4,63.5,8.0,71.0,4.318,187.0,100.0,0.0
719,14.0,1.0,4.0,3.0,3.0,14.0,56.0,0.0,0.0,81.18,0.4,63.5,8.0,71.0,4.318,57.0,43.0,1.0
720,12.0,1.0,3.0,5.0,5.0,34.0,36.0,0.0,0.0,81.18,0.4,63.5,8.0,71.0,4.318,57.0,8.0,1.0
721,8.0,1.0,5.0,4.0,4.0,42.0,28.0,0.0,0.0,81.18,0.4,63.5,8.0,71.0,4.318,187.0,87.0,0.0
722,5.0,1.0,4.0,5.0,5.0,31.0,40.0,0.0,0.0,81.18,0.4,63.5,8.0,71.0,4.318,668.0,363.0,1.0
724,15.0,1.0,4.0,5.0,5.0,35.0,35.0,0.0,0.0,81.18,0.4,63.5,8.0,71.0,4.318,5.0,5.0,1.0
726,3.0,2.0,4.0,3.0,4.0,12.0,8.0,26.0,3.0,82.96,0.54,26.8,20.0,51.0,6.003,522.0,205.0,-11.0
727,17.0,2.0,3.0,4.0,4.0,12.0,5.0,5.0,2.0,82.96,0.54,26.8,20.0,51.0,6.003,5.0,0.0,6.0
728,19.0,2.0,4.0,3.0,4.0,12.0,10.0,29.0,2.0,82.96,0.54,26.8,20.0,51.0,6.003,30.0,17.0,10.0
729,8.0,2.0,4.0,3.0,4.0,13.0,9.0,29.0,2.0,82.96,0.54,26.8,20.0,51.0,6.003,83.0,40.0,5.0
730,12.0,2.0,4.0,3.0,4.0,12.0,10.0,29.0,2.0,82.96,0.54,26.8,20.0,51.0,6.003,47.0,19.0,5.0
731,1.0,2.0,4.0,3.0,4.0,12.0,10.0,9.0,2.0,82.96,0.54,26.8,20.0,51.0,6.003,668.0,363.0,-4.0
732,15.0,2.0,4.0,3.0,4.0,12.0,10.0,29.0,2.0,82.96,0.54,26.8,20.0,51.0,6.003,53.0,54.0,7.0
733,4.0,2.0,4.0,3.0,4.0,13.0,26.0,18.0,1.0,79.98,0.54,16.9,15.0,57.0,5.412,368.0,200.0,-1.0
734,3.0,2.0,4.0,4.0,3.0,10.0,23.0,24.0,0.0,79.98,0.54,16.9,15.0,57.0,5.412,522.0,317.0,2.0
735,5.0,2.0,4.0,4.0,3.0,12.0,25.0,20.0,0.0,79.98,0.54,16.9,15.0,57.0,5.412,522.0,205.0,1.0
737,18.0,2.0,4.0,4.0,3.0,13.0,23.0,21.0,1.0,79.98,0.54,16.9,15.0,57.0,5.412,187.0,100.0,11.0
739,8.0,2.0,4.0,3.0,3.0,13.0,24.0,20.0,1.0,79.98,0.54,16.9,15.0,57.0,5.412,83.0,43.0,2.0
740,11.0,2.0,4.0,3.0,3.0,13.0,24.0,20.0,1.0,79.98,0.54,16.9,15.0,57.0,5.412,53.0,5.0,-1.0
741,7.0,2.0,4.0,3.0,4.0,13.0,23.0,21.0,1.0,79.98,0.54,16.9,15.0,57.0,5.412,57.0,43.0,-2.0
742,10.0,2.0,4.0,3.0,4.0,13.0,24.0,19.0,1.0,79.98,0.54,16.9,15.0,57.0,5.412,57.0,8.0,-3.0
743,14.0,2.0,4.0,4.0,3.0,11.0,26.0,20.0,0.0,79.98,0.54,16.9,15.0,57.0,5.412,187.0,87.0,4.0
745,1.0,2.0,4.0,4.0,3.0,13.0,17.0,27.0,1.0,79.98,0.54,16.9,15.0,57.0,5.412,668.0,305.0,-2.0
746,13.0,1.0,4.0,3.0,3.0,11.0,45.0,0.0,0.0,79.98,0.54,16.9,15.0,57.0,5.412,5.0,5.0,2.0
747,20.0,2.0,4.0,5.0,5.0,18.0,12.0,14.0,1.0,71.46,0.62,102.2,19.0,44.0,7.004,30.0,13.0,6.0
748,6.0,2.0,5.0,4.0,5.0,14.0,16.0,14.0,1.0,71.46,0.62,102.2,19.0,44.0,7.004,368.0,200.0,3.0
749,2.0,2.0,5.0,3.0,5.0,14.0,16.0,14.0,1.0,71.46,0.62,102.2,19.0,44.0,7.004,522.0,317.0,0.0
751,11.0,2.0,5.0,3.0,4.0,10.0,19.0,15.0,1.0,71.46,0.62,102.2,19.0,44.0,7.004,47.0,28.0,4.0
752,15.0,2.0,4.0,3.0,5.0,9.0,20.0,15.0,1.0,71.46,0.62,102.2,19.0,44.0,7.004,83.0,40.0,4.0
753,16.0,2.0,4.0,3.0,5.0,11.0,18.0,15.0,1.0,71.46,0.62,102.2,19.0,44.0,7.004,83.0,43.0,8.0
754,19.0,2.0,4.0,5.0,5.0,18.0,12.0,14.0,1.0,71.46,0.62,102.2,19.0,44.0,7.004,53.0,5.0,7.0
755,7.0,2.0,5.0,3.0,5.0,11.0,18.0,15.0,1.0,71.46,0.62,102.2,19.0,44.0,7.004,57.0,43.0,1.0
756,14.0,2.0,5.0,3.0,5.0,8.0,22.0,14.0,1.0,71.46,0.62,102.2,19.0,44.0,7.004,57.0,8.0,1.0
757,1.0,2.0,5.0,3.0,3.0,12.0,18.0,14.0,1.0,71.46,0.62,102.2,19.0,44.0,7.004,668.0,363.0,0.0
758,13.0,2.0,5.0,3.0,4.0,19.0,10.0,15.0,1.0,71.46,0.62,102.2,19.0,44.0,7.004,53.0,54.0,3.0
759,3.0,2.0,5.0,3.0,3.0,13.0,17.0,14.0,1.0,71.46,0.62,102.2,19.0,44.0,7.004,668.0,305.0,-2.0
760,17.0,2.0,3.0,3.0,4.0,1.0,42.0,28.0,1.0,73.42,0.54,43.0,15.0,71.0,4.309,368.0,200.0,11.0
761,1.0,1.0,4.0,3.0,3.0,28.0,43.0,0.0,0.0,73.42,0.54,43.0,15.0,71.0,4.309,522.0,317.0,0.0
762,3.0,1.0,4.0,3.0,3.0,29.0,42.0,0.0,0.0,73.42,0.54,43.0,15.0,71.0,4.309,522.0,205.0,0.0
764,11.0,1.0,3.0,4.0,4.0,44.0,26.0,0.0,0.0,73.42,0.54,43.0,15.0,71.0,4.309,5.0,0.0,-2.0
765,7.0,1.0,4.0,3.0,3.0,35.0,36.0,0.0,0.0,73.42,0.54,43.0,15.0,71.0,4.309,187.0,100.0,-2.0
766,6.0,1.0,4.0,3.0,3.0,28.0,43.0,0.0,0.0,73.42,0.54,43.0,15.0,71.0,4.309,30.0,17.0,-2.0
767,13.0,2.0,4.0,3.0,4.0,28.0,39.0,2.0,0.0,73.42,0.54,43.0,15.0,71.0,4.309,83.0,40.0,-3.0
768,5.0,1.0,4.0,3.0,3.0,27.0,44.0,0.0,0.0,73.42,0.54,43.0,15.0,71.0,4.309,83.0,43.0,-2.0
769,9.0,1.0,4.0,3.0,3.0,30.0,40.0,0.0,0.0,73.42,0.54,43.0,15.0,71.0,4.309,57.0,43.0,-1.0
770,4.0,2.0,4.0,3.0,4.0,28.0,34.0,9.0,0.0,73.42,0.54,43.0,15.0,71.0,4.309,368.0,168.0,-1.0
771,7.0,1.0,3.0,4.0,4.0,43.0,28.0,0.0,0.0,73.42,0.54,43.0,15.0,71.0,4.309,668.0,363.0,3.0
774,16.0,1.0,4.0,3.0,3.0,1.0,69.0,0.0,1.0,73.42,0.54,43.0,15.0,71.0,4.309,5.0,5.0,2.0
775,8.0,1.0,4.0,3.0,3.0,26.0,24.0,0.0,0.0,71.52,0.75,11.3,18.0,52.0,5.891,30.0,13.0,-3.0
776,19.0,1.0,4.0,3.0,3.0,32.0,19.0,0.0,0.0,71.52,0.75,11.3,18.0,52.0,5.891,368.0,200.0,14.0
777,3.0,2.0,4.0,3.0,4.0,18.0,32.0,1.0,0.0,71.52,0.75,11.3,18.0,52.0,5.891,522.0,317.0,-4.0
778,2.0,2.0,4.0,3.0,4.0,24.0,25.0,2.0,0.0,71.52,0.75,11.3,18.0,52.0,5.891,522.0,205.0,-1.0
779,10.0,2.0,4.0,3.0,4.0,23.0,20.0,7.0,0.0,71.52,0.75,11.3,18.0,52.0,5.891,47.0,28.0,-3.0
780,18.0,1.0,3.0,4.0,4.0,28.0,22.0,0.0,0.0,71.52,0.75,11.3,18.0,52.0,5.891,5.0,0.0,4.0
781,6.0,1.0,4.0,3.0,3.0,23.0,27.0,0.0,0.0,71.52,0.75,11.3,18.0,52.0,5.891,187.0,100.0,-3.0
782,15.0,2.0,3.0,4.0,4.0,22.0,20.0,8.0,0.0,71.52,0.75,11.3,18.0,52.0,5.891,83.0,40.0,-1.0
783,14.0,1.0,3.0,4.0,4.0,25.0,25.0,0.0,0.0,71.52,0.75,11.3,18.0,52.0,5.891,83.0,43.0,4.0
784,16.0,1.0,3.0,4.0,4.0,37.0,13.0,0.0,0.0,71.52,0.75,11.3,18.0,52.0,5.891,47.0,19.0,4.0
785,12.0,2.0,4.0,3.0,4.0,22.0,20.0,8.0,1.0,71.52,0.75,11.3,18.0,52.0,5.891,53.0,5.0,-3.0
786,5.0,1.0,3.0,4.0,4.0,25.0,25.0,0.0,0.0,71.52,0.75,11.3,18.0,52.0,5.891,57.0,43.0,-1.0
787,7.0,1.0,4.0,3.0,3.0,20.0,30.0,0.0,0.0,71.52,0.75,11.3,18.0,52.0,5.891,187.0,87.0,-1.0
790,9.0,1.0,3.0,4.0,4.0,32.0,19.0,0.0,0.0,71.52,0.75,11.3,18.0,52.0,5.891,668.0,305.0,7.0
791,16.0,1.0,5.0,4.0,4.0,45.0,24.0,0.0,0.0,83.31,0.47,5.2,17.0,70.0,4.43,30.0,13.0,2.0
792,6.0,1.0,5.0,3.0,3.0,18.0,52.0,0.0,0.0,83.31,0.47,5.2,17.0,70.0,4.43,368.0,200.0,3.0
793,2.0,2.0,5.0,4.0,5.0,5.0,44.0,21.0,0.0,83.31,0.47,5.2,17.0,70.0,4.43,522.0,317.0,-2.0
794,4.0,2.0,5.0,4.0,5.0,17.0,24.0,29.0,0.0,83.31,0.47,5.2,17.0,70.0,4.43,522.0,205.0,-3.0
795,14.0,1.0,5.0,4.0,4.0,1.0,68.0,0.0,1.0,83.31,0.47,5.2,17.0,70.0,4.43,47.0,28.0,4.0
796,19.0,1.0,5.0,4.0,4.0,11.0,58.0,0.0,1.0,83.31,0.47,5.2,17.0,70.0,4.43,5.0,0.0,6.0
797,8.0,1.0,5.0,4.0,4.0,19.0,51.0,0.0,0.0,83.31,0.47,5.2,17.0,70.0,4.43,187.0,100.0,3.0
798,12.0,1.0,5.0,4.0,4.0,42.0,24.0,0.0,0.0,83.31,0.47,5.2,17.0,70.0,4.43,30.0,17.0,-4.0
799,17.0,1.0,5.0,4.0,4.0,25.0,44.0,0.0,0.0,83.31,0.47,5.2,17.0,70.0,4.43,83.0,40.0,8.0
800,18.0,1.0,4.0,5.0,5.0,46.0,23.0,0.0,0.0,83.31,0.47,5.2,17.0,70.0,4.43,47.0,19.0,6.0
801,10.0,1.0,5.0,4.0,4.0,11.0,59.0,0.0,1.0,83.31,0.47,5.2,17.0,70.0,4.43,57.0,43.0,2.0
802,15.0,1.0,5.0,4.0,4.0,11.0,58.0,0.0,1.0,83.31,0.47,5.2,17.0,70.0,4.43,57.0,8.0,4.0
803,9.0,1.0,5.0,4.0,4.0,32.0,38.0,0.0,0.0,83.31,0.47,5.2,17.0,70.0,4.43,187.0,87.0,3.0
804,1.0,1.0,5.0,4.0,4.0,32.0,38.0,0.0,0.0,83.31,0.47,5.2,17.0,70.0,4.43,668.0,363.0,0.0
805,3.0,1.0,5.0,3.0,3.0,23.0,47.0,0.0,0.0,83.31,0.47,5.2,17.0,70.0,4.43,668.0,305.0,1.0
806,20.0,2.0,4.0,5.0,5.0,1.0,39.0,28.0,1.0,83.31,0.47,5.2,17.0,70.0,4.43,5.0,5.0,5.0
807,20.0,1.0,4.0,3.0,3.0,30.0,26.0,0.0,0.0,54.67,0.87,7.4,16.0,56.0,5.451,57.0,8.0,7.0
808,11.0,1.0,4.0,3.0,3.0,28.0,28.0,0.0,0.0,54.67,0.87,7.4,16.0,56.0,5.451,53.0,54.0,4.0
809,7.0,1.0,4.0,3.0,3.0,13.0,42.0,0.0,0.0,89.45,0.67,22.0,15.0,56.0,5.543,30.0,13.0,0.0
811,20.0,1.0,3.0,4.0,4.0,27.0,29.0,0.0,0.0,89.45,0.67,22.0,15.0,56.0,5.543,522.0,317.0,16.0
812,16.0,2.0,4.0,3.0,4.0,11.0,22.0,22.0,0.0,89.45,0.67,22.0,15.0,56.0,5.543,47.0,28.0,3.0
813,19.0,1.0,3.0,4.0,4.0,38.0,16.0,0.0,0.0,89.45,0.67,22.0,15.0,56.0,5.543,5.0,0.0,1.0
814,9.0,1.0,4.0,3.0,3.0,30.0,26.0,0.0,0.0,89.45,0.67,22.0,15.0,56.0,5.543,187.0,100.0,3.0
815,10.0,1.0,4.0,3.0,3.0,26.0,29.0,0.0,0.0,89.45,0.67,22.0,15.0,56.0,5.543,30.0,17.0,-1.0
816,13.0,1.0,4.0,3.0,3.0,12.0,43.0,0.0,0.0,89.45,0.67,22.0,15.0,56.0,5.543,83.0,40.0,5.0
817,11.0,1.0,4.0,3.0,3.0,11.0,44.0,0.0,0.0,89.45,0.67,22.0,15.0,56.0,5.543,83.0,43.0,2.0
818,17.0,1.0,4.0,3.0,3.0,10.0,45.0,0.0,0.0,89.45,0.67,22.0,15.0,56.0,5.543,47.0,19.0,5.0
819,8.0,2.0,4.0,3.0,4.0,9.0,41.0,5.0,0.0,89.45,0.67,22.0,15.0,56.0,5.543,57.0,43.0,-8.0
820,12.0,1.0,4.0,3.0,3.0,13.0,42.0,0.0,0.0,89.45,0.67,22.0,15.0,56.0,5.543,57.0,8.0,-3.0
821,6.0,1.0,4.0,3.0,3.0,2.0,53.0,0.0,0.0,89.45,0.67,22.0,15.0,56.0,5.543,187.0,87.0,-4.0
822,3.0,1.0,4.0,3.0,3.0,27.0,29.0,0.0,0.0,89.45,0.67,22.0,15.0,56.0,5.543,368.0,168.0,2.0
823,1.0,1.0,4.0,3.0,3.0,26.0,30.0,0.0,0.0,89.45,0.67,22.0,15.0,56.0,5.543,668.0,363.0,-1.0
825,18.0,1.0,3.0,4.0,4.0,37.0,18.0,0.0,0.0,89.45,0.67,22.0,15.0,56.0,5.543,5.0,5.0,1.0
826,8.0,1.0,4.0,3.0,3.0,42.0,27.0,0.0,0.0,85.53,0.39,34.7,13.0,70.0,3.975,30.0,13.0,-2.0
827,1.0,1.0,4.0,3.0,3.0,32.0,38.0,0.0,0.0,85.53,0.39,34.7,13.0,70.0,3.975,522.0,317.0,0.0
828,2.0,1.0,4.0,3.0,3.0,33.0,37.0,0.0,0.0,85.53,0.39,34.7,13.0,70.0,3.975,522.0,205.0,0.0
829,20.0,2.0,4.0,3.0,4.0,1.0,62.0,5.0,1.0,85.53,0.39,34.7,13.0,70.0,3.975,5.0,0.0,4.0
830,13.0,1.0,4.0,3.0,3.0,34.0,35.0,0.0,0.0,85.53,0.39,34.7,13.0,70.0,3.975,187.0,100.0,5.0
831,7.0,1.0,4.0,3.0,3.0,35.0,35.0,0.0,0.0,85.53,0.39,34.7,13.0,70.0,3.975,30.0,17.0,1.0
832,17.0,1.0,4.0,3.0,3.0,29.0,40.0,0.0,0.0,85.53,0.39,34.7,13.0,70.0,3.975,83.0,40.0,3.0
834,16.0,1.0,3.0,4.0,4.0,40.0,29.0,0.0,0.0,85.53,0.39,34.7,13.0,70.0,3.975,53.0,5.0,5.0
835,12.0,1.0,4.0,3.0,3.0,45.0,22.0,0.0,0.0,85.53,0.39,34.7,13.0,70.0,3.975,57.0,43.0,-5.0
836,10.0,1.0,4.0,3.0,3.0,46.0,23.0,0.0,0.0,85.53,0.39,34.7,13.0,70.0,3.975,57.0,8.0,-2.0
837,11.0,1.0,4.0,3.0,3.0,35.0,34.0,0.0,0.0,85.53,0.39,34.7,13.0,70.0,3.975,187.0,87.0,2.0
838,5.0,1.0,4.0,3.0,3.0,42.0,28.0,0.0,0.0,85.53,0.39,34.7,13.0,70.0,3.975,368.0,168.0,0.0
842,18.0,2.0,4.0,3.0,3.0,3.0,25.0,40.0,1.0,85.53,0.39,34.7,13.0,70.0,3.975,5.0,5.0,3.0
843,16.0,1.0,3.0,4.0,4.0,37.0,16.0,0.0,0.0,70.36,0.33,12.8,11.0,59.0,5.793,368.0,200.0,12.0
844,6.0,1.0,4.0,3.0,3.0,31.0,22.0,0.0,0.0,70.36,0.33,12.8,11.0,59.0,5.793,522.0,317.0,3.0
846,20.0,2.0,4.0,3.0,4.0,3.0,31.0,18.0,0.0,70.36,0.33,12.8,11.0,59.0,5.793,47.0,28.0,5.0
847,11.0,1.0,4.0,3.0,3.0,18.0,31.0,0.0,0.0,70.36,0.33,12.8,11.0,59.0,5.793,5.0,0.0,-7.0
848,10.0,1.0,4.0,3.0,3.0,32.0,21.0,0.0,0.0,70.36,0.33,12.8,11.0,59.0,5.793,187.0,100.0,1.0
850,2.0,1.0,4.0,3.0,3.0,17.0,36.0,0.0,0.0,70.36,0.33,12.8,11.0,59.0,5.793,83.0,40.0,-5.0
851,7.0,1.0,4.0,3.0,3.0,21.0,32.0,0.0,0.0,70.36,0.33,12.8,11.0,59.0,5.793,83.0,43.0,-1.0
852,9.0,1.0,4.0,3.0,3.0,11.0,41.0,0.0,0.0,70.36,0.33,12.8,11.0,59.0,5.793,47.0,19.0,-2.0
853,8.0,1.0,4.0,3.0,3.0,19.0,33.0,0.0,0.0,70.36,0.33,12.8,11.0,59.0,5.793,53.0,5.0,-4.0
854,14.0,1.0,4.0,3.0,3.0,9.0,43.0,0.0,0.0,70.36,0.33,12.8,11.0,59.0,5.793,57.0,43.0,1.0
855,3.0,1.0,4.0,3.0,3.0,16.0,37.0,0.0,0.0,70.36,0.33,12.8,11.0,59.0,5.793,187.0,87.0,-3.0
856,13.0,2.0,3.0,4.0,4.0,3.0,24.0,25.0,0.0,70.36,0.33,12.8,11.0,59.0,5.793,368.0,168.0,3.0
857,1.0,1.0,4.0,3.0,3.0,32.0,21.0,0.0,0.0,70.36,0.33,12.8,11.0,59.0,5.793,668.0,363.0,0.0
858,15.0,1.0,4.0,3.0,3.0,13.0,39.0,0.0,0.0,70.36,0.33,12.8,11.0,59.0,5.793,53.0,54.0,1.0
860,12.0,1.0,4.0,3.0,3.0,20.0,31.0,0.0,0.0,70.36,0.33,12.8,11.0,59.0,5.793,5.0,5.0,-4.0
861,9.0,2.0,4.0,3.0,4.0,9.0,25.0,18.0,1.0,79.03,0.61,40.4,18.0,53.0,5.807,30.0,13.0,-5.0
863,10.0,1.0,3.0,4.0,4.0,28.0,25.0,0.0,0.0,79.03,0.61,40.4,18.0,53.0,5.807,522.0,205.0,5.0
864,13.0,1.0,4.0,3.0,3.0,23.0,30.0,0.0,0.0,79.03,0.61,40.4,18.0,53.0,5.807,47.0,28.0,4.0
865,7.0,1.0,4.0,3.0,3.0,21.0,32.0,0.0,0.0,79.03,0.61,40.4,18.0,53.0,5.807,187.0,100.0,0.0
866,20.0,1.0,4.0,3.0,3.0,25.0,27.0,0.0,0.0,79.03,0.61,40.4,18.0,53.0,5.807,30.0,17.0,9.0
867,8.0,1.0,4.0,3.0,3.0,17.0,35.0,0.0,0.0,79.03,0.61,40.4,18.0,53.0,5.807,83.0,43.0,-2.0
868,12.0,1.0,4.0,3.0,3.0,19.0,34.0,0.0,0.0,79.03,0.61,40.4,18.0,53.0,5.807,47.0,19.0,4.0
869,18.0,1.0,3.0,4.0,4.0,39.0,13.0,0.0,0.0,79.03,0.61,40.4,18.0,53.0,5.807,57.0,8.0,6.0
871,4.0,1.0,4.0,3.0,3.0,21.0,32.0,0.0,0.0,79.03,0.61,40.4,18.0,53.0,5.807,368.0,168.0,2.0
874,19.0,1.0,5.0,4.0,4.0,31.0,39.0,0.0,0.0,71.64,0.36,2.8,17.0,71.0,4.304,30.0,13.0,7.0
875,1.0,2.0,5.0,3.0,5.0,1.0,31.0,39.0,1.0,71.64,0.36,2.8,17.0,71.0,4.304,522.0,317.0,-3.0
876,5.0,1.0,5.0,3.0,3.0,32.0,39.0,0.0,1.0,71.64,0.36,2.8,17.0,71.0,4.304,522.0,205.0,2.0
877,15.0,2.0,4.0,3.0,5.0,31.0,31.0,7.0,0.0,71.64,0.36,2.8,17.0,71.0,4.304,47.0,28.0,0.0
878,9.0,2.0,5.0,3.0,5.0,18.0,32.0,20.0,0.0,71.64,0.36,2.8,17.0,71.0,4.304,187.0,100.0,2.0
879,18.0,1.0,4.0,5.0,5.0,32.0,38.0,0.0,1.0,71.64,0.36,2.8,17.0,71.0,4.304,30.0,17.0,8.0
880,11.0,1.0,5.0,4.0,4.0,32.0,38.0,0.0,1.0,71.64,0.36,2.8,17.0,71.0,4.304,83.0,40.0,5.0
881,10.0,1.0,5.0,3.0,3.0,3.0,67.0,0.0,0.0,71.64,0.36,2.8,17.0,71.0,4.304,83.0,43.0,-1.0
882,14.0,1.0,5.0,3.0,3.0,31.0,39.0,0.0,0.0,71.64,0.36,2.8,17.0,71.0,4.304,47.0,19.0,6.0
883,6.0,1.0,5.0,3.0,3.0,20.0,50.0,0.0,0.0,71.64,0.36,2.8,17.0,71.0,4.304,187.0,87.0,1.0
884,2.0,1.0,5.0,4.0,4.0,32.0,39.0,0.0,0.0,71.64,0.36,2.8,17.0,71.0,4.304,368.0,168.0,1.0
885,3.0,2.0,5.0,3.0,4.0,1.0,30.0,39.0,0.0,71.64,0.36,2.8,17.0,71.0,4.304,668.0,363.0,-6.0
889,2.0,1.0,5.0,4.0,4.0,39.0,39.0,0.0,0.0,78.39,0.52,42.0,19.0,78.0,3.337,522.0,317.0,1.0
890,1.0,1.0,5.0,4.0,4.0,34.0,44.0,0.0,0.0,78.39,0.52,42.0,19.0,78.0,3.337,522.0,205.0,-1.0
891,8.0,1.0,5.0,4.0,4.0,40.0,38.0,0.0,0.0,78.39,0.52,42.0,19.0,78.0,3.337,47.0,28.0,0.0
